size,address,rate,status,bathrooms,floor,balconies,security_deposit,facing,status.1,rera_id,ownership_type,booking_amount,overlooking,bedroom,type1,type2,price_in_lakh,carpet_area,age_of_property,floor,total_floor,additional_rooms,price_negotiable,balconies,type_of_sale,booking_amount_in_lakh,amenities_sports_facility,amenities_shopping_mall,amenities_maintenance_staff,amenities_jogging_track,amenities_atm,amenities_gymnasium,amenities_indoor_games,amenities_rain_water_harvesting,amenities_swimming_pool,amenities_intercom,amenities_cafeteria,amenities_full_power_backup,amenities_lift,amenities_childrens_play_area,amenities_car_parking,amenities_landscaped_gardens,amenities_24_x_7_security,amenities_club_house,amenities_staff_quarter,amenities_hospital,amenities_multipurpose_room,amenities_vaastu_compliant,amenities_golf_course,amenities_school,furnish_detail_gas_connection,furnish_detail_ac,furnish_detail_bed,furnish_detail_dining_table,furnish_detail_washing_machine,furnish_detail_tv,furnish_detail_microwave,furnish_detail_wardrobe,furnish_detail_sofa,furnish_detail_wifi,furnish_detail_refrigerator
650,"sector 140a, noida",7299.0,Under Construction,1.0,,,No Deposit,,Unfurnished,,,,,1,RK,Studio Apartment,47.44,,,,,,No,,New,,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,,
2638,"extension, noida, noida",11551.0,Under Construction,,,,No Deposit,,Unfurnished,,,,,4,BHK,Apartment,304.0,,,,,,No,,New,,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,,,,,,,,,,,
800,"sector 140a, noida",7499.0,Under Construction,1.0,,,No Deposit,,Unfurnished,,,,,1,RK,Studio Apartment,59.99,,,,,,No,,New,,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,,
2632,"extension, noida, noida",11551.0,Under Construction,,,,No Deposit,,Unfurnished,,,,,4,BHK,Apartment,304.0,,,,,,No,,New,,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,,,,,,,,,,,
3575,"sector 128, noida",16400.0,Ready to move,,,,No Deposit,,Unfurnished,UPRERAPRJ2051,,,,4,BHK,Apartment,586.0,,1,,,,No,,New,,False,False,True,False,False,True,True,False,True,False,False,False,True,True,True,False,True,True,True,False,False,False,True,False,,,,,,,,,,,
3270,"sector 94, noida",20824.0,Under Construction,3.0,,,No Deposit,,Unfurnished,UPRERAPRJ442214,,,,3,BHK,Apartment,680.0,,,,,,No,,New,,True,False,True,True,True,True,True,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,True,False,,,,,,,,,,,
2632,"extension, noida, noida",11551.0,Under Construction,,,,No Deposit,,Unfurnished,,,,,4,BHK,Apartment,304.0,,,,,,No,,New,,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,,,,,,,,,,,
1860,"extension, noida, noida",11551.0,Under Construction,,,,No Deposit,,Unfurnished,,,,,3,BHK,Apartment,214.0,,,,,,No,,New,,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,,,,,,,,,,,
2700,"sector 128, noida",16400.0,Ready to move,,,,No Deposit,,Unfurnished,UPRERAPRJ2051,,,,3,BHK,Apartment,442.0,,1,,,,No,,New,,False,False,True,False,False,True,True,False,True,False,False,False,True,True,True,False,True,True,True,False,False,False,True,False,,,,,,,,,,,
3530,"sector 45, noida",16800.0,Under Construction,4.0,,,No Deposit,,Unfurnished,"UPRERAPRJ953234/04/2024, UPRERAPRJ120027/04/2024",,,,4,BHK,Apartment,593.0,,,,,,No,,New,,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,
5935,"sector 94, noida",20824.0,Under Construction,,,,No Deposit,,Unfurnished,UPRERAPRJ442214,,,,5,BHK,Apartment,1235.0,,,,,,No,,New,,True,False,True,True,True,True,True,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,True,False,,,,,,,,,,,
2975,"sector 45, noida",16700.0,Under Construction,3.0,,,No Deposit,,Unfurnished,"UPRERAPRJ953234/04/2024, UPRERAPRJ120027/04/2024",,,,3,BHK,Apartment,496.0,2200.0,,,,,No,,New,,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,
4200,"sector 128, noida",16400.0,Ready to move,,,,No Deposit,,Unfurnished,UPRERAPRJ2051,,,,5,BHK,Apartment,688.0,,1,,,,No,,New,,False,False,True,False,False,True,True,False,True,False,False,False,True,True,True,False,True,True,True,False,False,False,True,False,,,,,,,,,,,
1860,"extension, noida, noida",11551.0,Under Construction,,,,No Deposit,,Unfurnished,,,,,3,BHK,Apartment,214.0,,,,,,No,,New,,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,,,,,,,,,,,
4874,"sector 108, noida",12955.0,Ready to move,3.0,,,No Deposit,,Unfurnished,UPRERAPRJ5998,,,,4,BHK,Apartment,631.0,4200.0,7,,,,No,,New,,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,,,,,,,,,,,
5250,"sector 128, noida",16400.0,Ready to move,,,,No Deposit,,Unfurnished,UPRERAPRJ2051,,,,5,BHK,Apartment,861.0,,1,,,,No,,New,,False,False,True,False,False,True,True,False,True,False,False,False,True,True,True,False,True,True,True,False,False,False,True,False,,,,,,,,,,,
4315,"sector 94, noida",20824.0,Under Construction,4.0,,,No Deposit,,Unfurnished,UPRERAPRJ442214,,,,4,BHK,Apartment,898.0,,,,,,No,,New,,True,False,True,True,True,True,True,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,True,False,,,,,,,,,,,
12500,"sector 128, noida",16400.0,Ready to move,,,,No Deposit,,Unfurnished,UPRERAPRJ2051,,,,5,BHK,Apartment,2050.0,,1,,,,No,,New,,False,False,True,False,False,True,True,False,True,False,False,False,True,True,True,False,True,True,True,False,False,False,True,False,,,,,,,,,,,
12000,"sector 128, noida",16400.0,Ready to move,,,,No Deposit,,Unfurnished,UPRERAPRJ2051,,,,5,BHK,Apartment,1968.0,,1,,,,No,,New,,False,False,True,False,False,True,True,False,True,False,False,False,True,True,True,False,True,True,True,False,False,False,True,False,,,,,,,,,,,
1775,"sector 152, noida",15998.0,Under Construction,2.0,,,No Deposit,,Unfurnished,UPRERAPRJ677294,,,,3,BHK,Apartment,283.0,,,,,,No,,New,,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,
3302,"sector 108, noida",12955.0,Ready to move,2.0,,,No Deposit,,Unfurnished,UPRERAPRJ5998,,,,3,BHK,Apartment,426.99999999999994,,7,,,,No,,New,,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,,,,,,,,,,,
1775,"sector 152, noida",15998.0,Under Construction,2.0,,,No Deposit,,Unfurnished,UPRERAPRJ677294,,,,3,BHK,Apartment,283.0,,,,,,No,,New,,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,
3775,"sector 128, noida",16400.0,Ready to move,,,,No Deposit,,Unfurnished,UPRERAPRJ2051,,,,4,BHK,Apartment,619.0,,1,,,,No,,New,,False,False,True,False,False,True,True,False,True,False,False,False,True,True,True,False,True,True,True,False,False,False,True,False,,,,,,,,,,,
1350,"sector 152, noida",14749.0,Under Construction,2.0,,,No Deposit,,Unfurnished,UPRERAPRJ677294,,,,2,BHK,Apartment,199.0,804.0,,,,,No,,New,,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,
5300,"sector 128, noida",16400.0,Ready to move,,,,No Deposit,,Unfurnished,UPRERAPRJ2051,,,,5,BHK,Apartment,869.0,,1,,,,No,,New,,False,False,True,False,False,True,True,False,True,False,False,False,True,True,True,False,True,True,True,False,False,False,True,False,,,,,,,,,,,
3996,"sector 108, noida",12955.0,Ready to move,3.0,,,No Deposit,,Unfurnished,UPRERAPRJ5998,,,,4,BHK,Apartment,517.0,,7,,,,No,,New,,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,,,,,,,,,,,
2075,"extension, noida, noida",11550.0,Under Construction,,,,No Deposit,,Unfurnished,,,,,3,BHK,Apartment,239.0,,,,,,No,,New,,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,,,,,,,,,,,
1350,"sector 152, noida",14749.0,Under Construction,2.0,,,No Deposit,,Unfurnished,UPRERAPRJ677294,,,,2,BHK,Apartment,199.0,804.0,,,,,No,,New,,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,
4770,"sector 128, noida",16400.0,Ready to move,,,,No Deposit,,Unfurnished,UPRERAPRJ2051,,,,5,BHK,Apartment,782.0,,1,,,,No,,New,,False,False,True,False,False,True,True,False,True,False,False,False,True,True,True,False,True,True,True,False,False,False,True,False,,,,,,,,,,,
5550,"sector 128, noida",16400.0,Ready to move,,,,No Deposit,,Unfurnished,UPRERAPRJ2051,,,,4,BHK,Apartment,910.0,,1,,,,No,,New,,False,False,True,False,False,True,True,False,True,False,False,False,True,True,True,False,True,True,True,False,False,False,True,False,,,,,,,,,,,
10000,"sector 128, noida",16400.0,Ready to move,,,,No Deposit,,Unfurnished,UPRERAPRJ2051,,,,5,BHK,Apartment,1639.9999999999998,,1,,,,No,,New,,False,False,True,False,False,True,True,False,True,False,False,False,True,True,True,False,True,True,True,False,False,False,True,False,,,,,,,,,,,
1900,"sector 143b, noida",10266.0,Under Construction,,,,No Deposit,,Unfurnished,UPRERAPRJ186008,,,,3,BHK,Apartment,195.0,,,,,,No,,New,,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,,,,,,,,,,,
2850,"sector 128, noida",16400.0,Ready to move,3.0,,,No Deposit,,Unfurnished,UPRERAPRJ2051,,,,3,BHK,Apartment,467.0,,1,,,,No,,New,,False,False,True,False,False,True,True,False,True,False,False,False,True,True,True,False,True,True,True,False,False,False,True,False,,,,,,,,,,,
3720,"sector 107, noida",14900.0,Under Construction,,,,No Deposit,,Unfurnished,UPRERAPRJ125561,,,,4,BHK,Apartment,554.0,,,,,,No,,New,,False,False,False,True,False,True,True,True,True,False,False,True,True,True,True,False,True,True,False,False,False,False,False,False,,,,,,,,,,,
5350,"sector 128, noida",16400.0,Ready to move,,,,No Deposit,,Unfurnished,UPRERAPRJ2051,,,,5,BHK,Apartment,877.0,,1,,,,No,,New,,False,False,True,False,False,True,True,False,True,False,False,False,True,True,True,False,True,True,True,False,False,False,True,False,,,,,,,,,,,
2500,"sector 107, noida",14900.0,Under Construction,2.0,,,No Deposit,,Unfurnished,UPRERAPRJ125561,,,,3,BHK,Apartment,372.0,,,,,,No,,New,,False,False,False,True,False,True,True,True,True,False,False,True,True,True,True,False,True,True,False,False,False,False,False,False,,,,,,,,,,,
11000,"sector 128, noida",16400.0,Ready to move,,,,No Deposit,,Unfurnished,UPRERAPRJ2051,,,,5,BHK,Apartment,1804.0,,1,,,,No,,New,,False,False,True,False,False,True,True,False,True,False,False,False,True,True,True,False,True,True,True,False,False,False,True,False,,,,,,,,,,,
2970,"sector 107, noida",14900.0,Under Construction,4.0,,,No Deposit,,Unfurnished,UPRERAPRJ125561,,,,4,BHK,Apartment,442.0,1675.0,,,,,No,,New,,False,False,False,True,False,True,True,True,True,False,False,True,True,True,True,False,True,True,False,False,False,False,False,False,,,,,,,,,,,
2575,"sector 107, noida",14900.0,Under Construction,2.0,,,No Deposit,,Unfurnished,UPRERAPRJ125561,,,,3,BHK,Apartment,383.0,,,,,,No,,New,,False,False,False,True,False,True,True,True,True,False,False,True,True,True,True,False,True,True,False,False,False,False,False,False,,,,,,,,,,,
3550,"sector 107, noida",14900.0,Under Construction,,,,No Deposit,,Unfurnished,UPRERAPRJ125561,,,,4,BHK,Apartment,528.0,,,,,,No,,New,,False,False,False,True,False,True,True,True,True,False,False,True,True,True,True,False,True,True,False,False,False,False,False,False,,,,,,,,,,,
1775,"sector 152, noida",15998.0,Under Construction,2.0,,,No Deposit,,Unfurnished,UPRERAPRJ677294,,,,3,BHK,Apartment,283.0,,,,,,No,,New,,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,
1350,"sector 152, noida",14749.0,Under Construction,2.0,,,No Deposit,,Unfurnished,UPRERAPRJ677294,,,,2,BHK,Apartment,199.0,804.0,,,,,No,,New,,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,
3011,"sector 128, noida",18000.0,Ready to move,3.0,,,No Deposit,,Unfurnished,UPRERAPRJ14980,,,,3,BHK,Apartment,541.0,1608.0,1,,,,No,,New,,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,True,False,,,,,,,,,,,
4145,"sector 128, noida",18000.0,Ready to move,3.0,,,No Deposit,,Unfurnished,UPRERAPRJ14980,,,,4,BHK,Apartment,746.0,,1,,,,No,,New,,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,True,False,,,,,,,,,,,
4113,"sector 128, noida",18000.0,Ready to move,3.0,,,No Deposit,,Unfurnished,UPRERAPRJ14980,,,,4,BHK,Apartment,740.0,2105.0,1,,,,No,,New,,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,True,False,,,,,,,,,,,
3905,"sector 128, noida",18000.0,Ready to move,4.0,,,No Deposit,,Unfurnished,UPRERAPRJ14980,,,,4,BHK,Apartment,702.0,,1,,,,No,,New,,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,True,False,,,,,,,,,,,
3047,"sector 128, noida",18000.0,Ready to move,3.0,,,No Deposit,,Unfurnished,UPRERAPRJ14980,,,,3,BHK,Apartment,548.0,1630.0,1,,,,No,,New,,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,True,False,,,,,,,,,,,
3938,"sector 128, noida",18000.0,Ready to move,4.0,,,No Deposit,,Unfurnished,UPRERAPRJ14980,,,,4,BHK,Apartment,708.0,,1,,,,No,,New,,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,True,False,,,,,,,,,,,
1540,"sector 146, noida",20742.0,Under Construction,,,,No Deposit,,Unfurnished,UPRERAPRJ303390,,,,3,BHK,Apartment,319.0,,,,,,No,,New,,False,False,False,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,False,False,True,True,False,,,,,,,,,,,
978,"sector 146, noida",20749.0,Under Construction,,,,No Deposit,,Unfurnished,UPRERAPRJ303390,,,,3,BHK,Apartment,202.0,,,,,,No,,New,,False,False,False,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,False,False,True,True,False,,,,,,,,,,,
831,"sector 146, noida",20742.0,Under Construction,,,,No Deposit,,Unfurnished,UPRERAPRJ303390,,,,2,BHK,Apartment,172.0,,,,,,No,,New,,False,False,False,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,False,False,True,True,False,,,,,,,,,,,
1714,"sector 146, noida",20736.0,Under Construction,,,,No Deposit,,Unfurnished,UPRERAPRJ303390,,,,4,BHK,Apartment,355.0,,,,,,No,,New,,False,False,False,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,False,False,True,True,False,,,,,,,,,,,
1750,"sector 150, noida",13999.0,Ready to move,,,,No Deposit,,Unfurnished,UPRERAPRJ4514,,,,3,BHK,Apartment,244.0,,3,,,,No,,New,,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,,,,,,,,,,,
3220,"sector 150, noida",13999.0,Ready to move,,,,No Deposit,,Unfurnished,UPRERAPRJ4514,,,,4,BHK,Apartment,450.0,,3,,,,No,,New,,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,,,,,,,,,,,
2190,"sector 150, noida",13999.0,Ready to move,,,,No Deposit,,Unfurnished,UPRERAPRJ4514,,,,3,BHK,Apartment,306.0,,3,,,,No,,New,,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,,,,,,,,,,,
2460,"sector 150, noida",13999.0,Ready to move,,,,No Deposit,,Unfurnished,UPRERAPRJ4514,,,,3,BHK,Apartment,344.0,,3,,,,No,,New,,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,,,,,,,,,,,
3270,"sector 94, noida",20824.0,Under Construction,3.0,,,No Deposit,,Unfurnished,UPRERAPRJ442214,,,,3,BHK,Apartment,680.0,,,,,,No,,New,,True,False,True,True,True,True,True,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,True,False,,,,,,,,,,,
5935,"sector 94, noida",20824.0,Under Construction,,,,No Deposit,,Unfurnished,UPRERAPRJ442214,,,,5,BHK,Apartment,1235.0,,,,,,No,,New,,True,False,True,True,True,True,True,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,True,False,,,,,,,,,,,
4315,"sector 94, noida",20824.0,Under Construction,4.0,,,No Deposit,,Unfurnished,UPRERAPRJ442214,,,,4,BHK,Apartment,898.0,,,,,,No,,New,,True,False,True,True,True,True,True,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,True,False,,,,,,,,,,,
2784,"sector 144, noida",28890.0,Under Construction,,,,No Deposit,,Unfurnished,UPRERAPRJ950870,,,,4,BHK,Apartment,803.9999999999999,,,,,,No,,New,,False,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False,False,False,,,,,,,,,,,
3000,"sector 107, noida",14900.0,Under Construction,4.0,,,No Deposit,,Unfurnished,UPRERAPRJ125561,,,,4,BHK,Apartment,447.0,1681.0,,,,,No,,New,,False,False,False,True,False,True,True,True,True,False,False,True,True,True,True,False,True,True,False,False,False,False,False,False,,,,,,,,,,,
3465,"sector 128, noida",16400.0,Ready to move,4.0,,,No Deposit,,Unfurnished,UPRERAPRJ2051,,,,4,BHK,Apartment,568.0,,1,,,,No,,New,,False,False,True,False,False,True,True,False,True,False,False,False,True,True,True,False,True,True,True,False,False,False,True,False,,,,,,,,,,,
3720,"sector 107, noida",14900.0,Under Construction,,,,No Deposit,,Unfurnished,UPRERAPRJ125561,,,,4,BHK,Apartment,554.0,,,,,,No,,New,,False,False,False,True,False,True,True,True,True,False,False,True,True,True,True,False,True,True,False,False,False,False,False,False,,,,,,,,,,,
2500,"sector 107, noida",14900.0,Under Construction,2.0,,,No Deposit,,Unfurnished,UPRERAPRJ125561,,,,3,BHK,Apartment,372.0,,,,,,No,,New,,False,False,False,True,False,True,True,True,True,False,False,True,True,True,True,False,True,True,False,False,False,False,False,False,,,,,,,,,,,
5200,"sector 128, noida",16400.0,Ready to move,,,,No Deposit,,Unfurnished,UPRERAPRJ2051,,,,4,BHK,Apartment,852.0,,1,,,,No,,New,,False,False,True,False,False,True,True,False,True,False,False,False,True,True,True,False,True,True,True,False,False,False,True,False,,,,,,,,,,,
2970,"sector 107, noida",14900.0,Under Construction,4.0,,,No Deposit,,Unfurnished,UPRERAPRJ125561,,,,4,BHK,Apartment,442.0,1675.0,,,,,No,,New,,False,False,False,True,False,True,True,True,True,False,False,True,True,True,True,False,True,True,False,False,False,False,False,False,,,,,,,,,,,
3325,"sector 128, noida",16400.0,Ready to move,,,,No Deposit,,Unfurnished,UPRERAPRJ2051,,,,4,BHK,Apartment,545.0,,1,,,,No,,New,,False,False,True,False,False,True,True,False,True,False,False,False,True,True,True,False,True,True,True,False,False,False,True,False,,,,,,,,,,,
2575,"sector 107, noida",14900.0,Under Construction,2.0,,,No Deposit,,Unfurnished,UPRERAPRJ125561,,,,3,BHK,Apartment,383.0,,,,,,No,,New,,False,False,False,True,False,True,True,True,True,False,False,True,True,True,True,False,True,True,False,False,False,False,False,False,,,,,,,,,,,
3550,"sector 107, noida",14900.0,Under Construction,,,,No Deposit,,Unfurnished,UPRERAPRJ125561,,,,4,BHK,Apartment,528.0,,,,,,No,,New,,False,False,False,True,False,True,True,True,True,False,False,True,True,True,True,False,True,True,False,False,False,False,False,False,,,,,,,,,,,
3715,"sector 128, noida",16400.0,Ready to move,,,,No Deposit,,Unfurnished,UPRERAPRJ2051,,,,4,BHK,Apartment,609.0,,1,,,,No,,New,,False,False,True,False,False,True,True,False,True,False,False,False,True,True,True,False,True,True,True,False,False,False,True,False,,,,,,,,,,,
3200,"sector 150, noida",13226.0,Under Construction,4.0,,,No Deposit,,Unfurnished,UPRERAPRJ183246,,,,4,BHK,Apartment,423.00000000000006,2040.0,,,,,No,,New,,False,False,False,False,False,True,False,True,True,True,False,False,True,True,True,False,True,True,False,False,True,False,False,False,,,,,,,,,,,
3575,"sector 128, noida",16400.0,Ready to move,,,,No Deposit,,Unfurnished,UPRERAPRJ2051,,,,4,BHK,Apartment,586.0,,1,,,,No,,New,,False,False,True,False,False,True,True,False,True,False,False,False,True,True,True,False,True,True,True,False,False,False,True,False,,,,,,,,,,,
2350,"sector 150, noida",13308.0,Under Construction,3.0,,,No Deposit,,Unfurnished,UPRERAPRJ183246,,,,3,BHK,Apartment,312.0,1426.0,,,,,No,,New,,False,False,False,False,False,True,False,True,True,True,False,False,True,True,True,False,True,True,False,False,True,False,False,False,,,,,,,,,,,
2700,"sector 128, noida",16400.0,Ready to move,,,,No Deposit,,Unfurnished,UPRERAPRJ2051,,,,3,BHK,Apartment,442.0,,1,,,,No,,New,,False,False,True,False,False,True,True,False,True,False,False,False,True,True,True,False,True,True,True,False,False,False,True,False,,,,,,,,,,,
3131,"sector 43, noida",16021.0,Under Construction,,,,No Deposit,,Unfurnished,"UPRERAPRJ773536, UPRERAPRJ145318, UPRERAPRJ704730",,,,4,BHK,Apartment,501.0,,,,,,No,,New,,False,False,True,False,False,True,False,True,True,True,True,False,True,True,True,False,True,True,False,False,False,True,False,True,,,,,,,,,,,
1111,"sector 43, noida",16022.0,Under Construction,,,,No Deposit,,Unfurnished,"UPRERAPRJ773536, UPRERAPRJ145318, UPRERAPRJ704730",,,,2,BHK,Apartment,178.0,,,,,,No,,New,,False,False,True,False,False,True,False,True,True,True,True,False,True,True,True,False,True,True,False,False,False,True,False,True,,,,,,,,,,,
2088,"sector 43, noida",16022.0,Under Construction,3.0,,,No Deposit,,Unfurnished,"UPRERAPRJ773536, UPRERAPRJ145318, UPRERAPRJ704730",,,,3,BHK,Apartment,334.0,,,,,,No,,New,,False,False,True,False,False,True,False,True,True,True,True,False,True,True,True,False,True,True,False,False,False,True,False,True,,,,,,,,,,,
4200,"sector 128, noida",16400.0,Ready to move,,,,No Deposit,,Unfurnished,UPRERAPRJ2051,,,,5,BHK,Apartment,688.0,,1,,,,No,,New,,False,False,True,False,False,True,True,False,True,False,False,False,True,True,True,False,True,True,True,False,False,False,True,False,,,,,,,,,,,
2259,"sector 43, noida",16021.0,Under Construction,,,,No Deposit,,Unfurnished,"UPRERAPRJ773536, UPRERAPRJ145318, UPRERAPRJ704730",,,,4,BHK,Apartment,361.0,,,,,,No,,New,,False,False,True,False,False,True,False,True,True,True,True,False,True,True,True,False,True,True,False,False,False,True,False,True,,,,,,,,,,,
2563,"sector 43, noida",16021.0,Under Construction,3.0,,,No Deposit,,Unfurnished,"UPRERAPRJ773536, UPRERAPRJ145318, UPRERAPRJ704730",,,,3,BHK,Apartment,409.99999999999994,1345.0,,,,,No,,New,,False,False,True,False,False,True,False,True,True,True,True,False,True,True,True,False,True,True,False,False,False,True,False,True,,,,,,,,,,,
1053,"sector 43, noida",16022.0,Under Construction,,,,No Deposit,,Unfurnished,"UPRERAPRJ773536, UPRERAPRJ145318, UPRERAPRJ704730",,,,2,BHK,Apartment,168.0,,,,,,No,,New,,False,False,True,False,False,True,False,True,True,True,True,False,True,True,True,False,True,True,False,False,False,True,False,True,,,,,,,,,,,
1614,"sector 43, noida",16022.0,Under Construction,,,,No Deposit,,Unfurnished,"UPRERAPRJ773536, UPRERAPRJ145318, UPRERAPRJ704730",,,,3,BHK,Apartment,258.0,,,,,,No,,New,,False,False,True,False,False,True,False,True,True,True,True,False,True,True,True,False,True,True,False,False,False,True,False,True,,,,,,,,,,,
3360,"sector 43, noida",16022.0,Under Construction,4.0,,,No Deposit,,Unfurnished,"UPRERAPRJ773536, UPRERAPRJ145318, UPRERAPRJ704730",,,,4,BHK,Apartment,538.0,,,,,,No,,New,,False,False,True,False,False,True,False,True,True,True,True,False,True,True,True,False,True,True,False,False,False,True,False,True,,,,,,,,,,,
3760,"sector 43, noida",16022.0,Under Construction,5.0,,,No Deposit,,Unfurnished,"UPRERAPRJ773536, UPRERAPRJ145318, UPRERAPRJ704730",,,,5,BHK,Apartment,602.0,,,,,,No,,New,,False,False,True,False,False,True,False,True,True,True,True,False,True,True,True,False,True,True,False,False,False,True,False,True,,,,,,,,,,,
5250,"sector 128, noida",16400.0,Ready to move,,,,No Deposit,,Unfurnished,UPRERAPRJ2051,,,,5,BHK,Apartment,861.0,,1,,,,No,,New,,False,False,True,False,False,True,True,False,True,False,False,False,True,True,True,False,True,True,True,False,False,False,True,False,,,,,,,,,,,
1525,"sector 43, noida",16022.0,Under Construction,,,,No Deposit,,Unfurnished,"UPRERAPRJ773536, UPRERAPRJ145318, UPRERAPRJ704730",,,,3,BHK,Apartment,244.0,,,,,,No,,New,,False,False,True,False,False,True,False,True,True,True,True,False,True,True,True,False,True,True,False,False,False,True,False,True,,,,,,,,,,,
1255,"sector 43, noida",16022.0,Under Construction,2.0,,,No Deposit,,Unfurnished,"UPRERAPRJ773536, UPRERAPRJ145318, UPRERAPRJ704730",,,,2,BHK,Apartment,200.99999999999997,,,,,,No,,New,,False,False,True,False,False,True,False,True,True,True,True,False,True,True,True,False,True,True,False,False,False,True,False,True,,,,,,,,,,,
3530,"sector 45, noida",16997.0,Under Construction,,,,No Deposit,,Unfurnished,UPRERAPRJ120027/04/2024,,,,4,BHK,Apartment,600.0,,,,,,No,,New,,False,False,False,False,False,True,False,False,True,True,False,True,False,True,True,False,True,True,False,False,False,False,False,False,,,,,,,,,,,
2975,"sector 45, noida",16672.0,Under Construction,,,,No Deposit,,Unfurnished,UPRERAPRJ120027/04/2024,,,,3,BHK,Apartment,496.0,,,,,,No,,New,,False,False,False,False,False,True,False,False,True,True,False,True,False,True,True,False,True,True,False,False,False,False,False,False,,,,,,,,,,,
12500,"sector 128, noida",16400.0,Ready to move,,,,No Deposit,,Unfurnished,UPRERAPRJ2051,,,,5,BHK,Apartment,2050.0,,1,,,,No,,New,,False,False,True,False,False,True,True,False,True,False,False,False,True,True,True,False,True,True,True,False,False,False,True,False,,,,,,,,,,,
12000,"sector 128, noida",16400.0,Ready to move,,,,No Deposit,,Unfurnished,UPRERAPRJ2051,,,,5,BHK,Apartment,1968.0,,1,,,,No,,New,,False,False,True,False,False,True,True,False,True,False,False,False,True,True,True,False,True,True,True,False,False,False,True,False,,,,,,,,,,,
3775,"sector 128, noida",16400.0,Ready to move,,,,No Deposit,,Unfurnished,UPRERAPRJ2051,,,,4,BHK,Apartment,619.0,,1,,,,No,,New,,False,False,True,False,False,True,True,False,True,False,False,False,True,True,True,False,True,True,True,False,False,False,True,False,,,,,,,,,,,
